,1e_EMPTY WELL_1,1e_E521_1,1e_E522_1,1e_E523_1,1e_CONTROL_1,1e_E524_1,1e_E525_1,1e_E526_1,1e_EMPTY WELL_2,1e_E521_2,1e_E522_2,1e_E523_2,1e_CONTROL_2,1e_E524_2,1e_E525_2,1e_E526_2,2e_EMPTY WEL_1,2e_E548_1,2e_E549_1,2e_E550_1,2e_CONTROL_1,2e_E551_1,2e_E552_1,2e_E553_1,2e_EMPTY WEL_2,2e_E548_2,2e_E549_2,2e_E550_2,2e_CONTROL_2,2e_E551_2,2e_E552_2,2e_E553_2,3e_EMPTY WELL_1,3e_E528_1,3e_E530_1,3e_E531_1,3e_CONTROL_1,3e_E533_1,3e_E534_1,3e_E535_1,3e_EMPTY WELL_2,3e_E528_2,3e_E530_2,3e_E531_2,3e_CONTROL_2,3e_E533_2,3e_E534_2,3e_E535_2,4e_EMPTY WELL_1,4e_E579_1,4e_E581_1,4e_E582_1,4e_CONTROL_1,4e_E585_1,4e_E586_1,4e_E587_1,4e_EMPTY WELL_2,4e_E579_2,4e_E581_2,4e_E582_2,4e_CONTROL_2,4e_E585_2,4e_E586_2,4e_E587_2,5e_EMPTY WELL_1,5e_E554_1,5e_E555_1,5e_E558_1,5e_CONTROL_1,5e_E559_1,5e_E560_1,5e_E561_1,5e_EMPTY WELL_2,5e_E554_2,5e_E555_2,5e_E558_2,5e_CONTROL_2,5e_E559_2,5e_E560_2,5e_E561_2,6e_EMPTY WELL_1,6e_E563_1,6e_E570_1,6e_E573_1,6e_CONTROL_1,6e_E576_1,6e_E577_1,6e_E578_1,6e_EMPTY WELL_2,6e_E563_2,6e_E570_2,6e_E573_2,6e_CONTROL_2,6e_E576_2,6e_E577_2,6e_E578_2,7e_EMPTY WELL_1,7e_E537_1,7e_E538_1,7e_E542_1,7e_CONTROL_1,7e_E543_1,7e_E545_1,7e_E546_1,7e_EMPTY WELL_2,7e_E537_2,7e_E538_2,7e_E542_2,7e_CONTROL_2,7e_E543_2,7e_E545_2,7e_E546_2,8e_CONTROL_1,8e_E482_1,8e_E484_1,8e_E485_1,8e_CONTROL_2,8e_E482_2,8e_E484_2,8e_E485_2,9e_EMPTY WELL_1,9e_E510_1,9e_E513_1,9e_E515_1,9e_CONTROL_1,9e_E517_1,9e_E518_1,9e_E520_1,9e_EMPTY WELL_2,9e_E510_2,9e_E513_2,9e_E515_2,9e_CONTROL_2,9e_E517_2,9e_E518_2,9e_E520_2,10e_EMPTY WELL_1,10e_E454_1,10e_E456_1,10e_E461_1,10e_CONTROL_1,10e_E487_1,10e_E489_1,10e_E493_1,10e_EMPTY WELL_2,10e_E454_2,10e_E456_2,10e_E461_2,10e_CONTROL_2,10e_E487_2,10e_E489_2,10e_E493_2,11e_EMPTY WELL_1,11e_E498_1,11e_E503_1,11e_E504_1,11e_CONTROL_1,11e_E506_1,11e_E507_1,11e_E509_1,11e_EMPTY WELL_2,11e_E498_2,11e_E503_2,11e_E504_2,11e_CONTROL_2,11e_E506_2,11e_E507_2,11e_E509_2,12e_EMPTY WELL_1,12e_E588_1,12e_E590_1,12e_E591_1,12e_CONTROL_1,12e_E592_1,12e_E593_1,12e_E594_1,12e_EMPTY WELL_2,12e_E588_2,12e_E590_2,12e_E591_2,12e_CONTROL_2,12e_E592_2,12e_E593_2,12e_E594_2,13e_EMPTY WELL_1,13e_E612_1,13e_E625_1,13e_E639_1,13e_CONTROL_1,13e_E641_1,13e_E650_1,13e_E655_1,13e_EMPTY WELL_2,13e_E612_2,13e_E625_2,13e_E639_2,13e_CONTROL_2,13e_E641_2,13e_E650_2,13e_E655_2,freq
0 days 00:12:00,329.6,1554.6,1865.6,1667.3,1693.8,1337.5,2070.4,1883.5,331.4,1733.1,1728.3,1809.0,1692.3,1546.8,2182.1,2002.9,322.5,1680.6,1736.4,2130.6,1881.2,1854.3,1674.8,1768.0,333.8,1630.2,1833.0,1986.2,1872.3,1726.9,1695.7,1675.9,332.1,1543.2,1545.3,1457.4,1722.8,1374.6,1517.2,1476.7,336.5,1501.0,1691.5,1771.3,1584.3,1615.2,1777.4,1755.6,323.1,1609.6,1556.1,1729.0,1703.8,1669.2,1557.3,1729.2,324.8,1401.3,1340.0,1716.7,1706.7,1869.8,1767.6,1684.4,323.6,1818.8,1869.3,1755.2,1601.4,1836.5,1533.2,1940.2,333.9,1596.7,1622.0,1946.5,1521.9,1904.3,1727.8,1896.4,338.5,1742.8,1981.9,2093.3,1955.3,1781.4,1826.0,1866.8,331.2,1817.8,1816.5,2180.7,1878.6,1956.4,1856.2,1941.2,329.5,1794.8,1592.2,1999.1,1628.6,1836.0,1811.6,1873.8,335.6,1776.0,1831.8,1839.4,1778.4,1741.4,1792.3,1686.2,1691.8,1250.0,1486.6,1329.7,1832.5,1284.1,1415.4,1229.1,306.7,2045.5,1983.3,1982.1,2576.0,1859.5,2026.0,2154.9,316.6,1966.5,1865.5,2023.5,2556.3,1959.6,2048.3,2365.7,330.0,1469.1,1416.7,1735.5,1757.9,1347.1,1652.9,1748.8,337.0,1282.2,1482.2,1631.0,1763.7,1357.8,1724.3,1819.9,323.2,2307.3,2237.1,2382.2,2565.4,1653.7,2141.4,2499.0,326.5,2329.5,2184.8,1975.5,2564.3,2221.7,2366.1,756.5,346.0,1644.2,1547.8,638.4,1232.3,1620.3,1368.3,1594.7,331.7,1461.1,1418.0,1159.5,1288.5,1597.0,1245.0,1451.9,331.5,1354.5,1411.5,1447.8,1682.1,1608.8,1480.2,1380.4,342.4,1620.1,1542.0,1534.6,1740.2,1760.6,1677.1,1613.4,4000
0 days 00:13:00,329.3,1566.2,1850.5,1646.3,1689.5,1313.8,2057.4,1886.6,331.2,1715.8,1697.7,1779.2,1688.4,1527.4,2164.9,1998.6,322.1,1660.5,1728.6,2123.7,1863.9,1853.4,1647.5,1761.2,333.4,1608.7,1816.4,1954.6,1882.3,1724.9,1651.1,1683.4,331.9,1562.4,1539.3,1455.1,1726.3,1350.1,1518.4,1459.3,336.0,1490.0,1673.4,1768.3,1594.0,1604.9,1753.3,1750.4,322.9,1601.2,1536.4,1700.9,1693.2,1623.6,1543.3,1713.9,324.1,1393.8,1319.3,1701.7,1685.8,1839.9,1755.5,1675.0,322.9,1826.6,1882.5,1753.1,1595.7,1823.3,1529.9,1923.1,333.6,1601.7,1593.9,1946.9,1521.8,1909.1,1706.6,1893.9,337.8,1755.7,1977.5,2063.3,1962.5,1787.8,1802.9,1848.2,330.9,1783.6,1803.4,2150.0,1870.3,1927.9,1833.6,1905.7,329.0,1786.6,1598.2,2005.7,1643.6,1841.1,1810.4,1859.0,335.4,1765.5,1809.9,1843.1,1771.0,1733.0,1805.2,1672.5,1706.1,1238.9,1473.5,1324.4,1817.0,1279.7,1406.9,1233.3,306.5,2048.7,1978.8,1979.3,2561.3,1855.6,2017.6,2170.6,316.4,1972.0,1865.8,2019.4,2558.2,1952.6,2047.3,2381.8,329.6,1471.5,1427.1,1745.1,1770.8,1336.3,1649.1,1736.8,336.7,1291.9,1495.3,1604.8,1753.7,1352.1,1712.1,1807.4,322.4,2309.7,2241.2,2388.2,2567.6,1654.8,2133.5,2483.7,325.9,2332.9,2197.8,1978.9,2564.4,2212.1,2355.7,754.1,345.4,1647.1,1556.7,640.1,1232.1,1597.7,1376.9,1585.6,330.8,1459.4,1424.5,1172.6,1298.7,1580.8,1251.1,1435.0,331.1,1357.4,1413.8,1456.3,1676.2,1596.8,1475.1,1369.1,342.1,1612.4,1547.1,1534.9,1759.1,1740.4,1670.9,1609.8,4000
0 days 00:14:00,329.2,1608.0,1852.0,1640.7,1692.7,1319.0,2039.9,1865.1,330.7,1715.4,1675.4,1762.0,1712.6,1512.2,2148.3,1999.4,321.7,1667.5,1725.9,2118.8,1845.8,1843.8,1631.4,1767.5,333.2,1605.6,1803.4,1952.6,1876.8,1738.8,1619.7,1691.1,331.5,1569.1,1538.7,1441.9,1728.9,1345.5,1503.9,1460.3,335.8,1483.3,1674.2,1761.7,1579.6,1596.4,1752.8,1748.0,322.6,1593.5,1521.1,1687.3,1685.2,1583.6,1532.7,1685.9,323.7,1377.3,1307.9,1682.0,1663.2,1829.7,1726.0,1668.9,322.5,1839.6,1886.4,1746.3,1599.4,1808.8,1513.3,1930.9,333.3,1601.2,1585.3,1938.2,1526.2,1891.6,1686.7,1879.6,337.4,1772.4,1977.5,2050.9,1956.4,1787.2,1787.3,1826.5,330.7,1785.7,1801.1,2135.4,1865.8,1913.2,1819.9,1871.0,328.6,1793.8,1588.7,1991.0,1633.7,1831.4,1820.8,1863.0,335.1,1762.0,1803.7,1840.4,1778.0,1730.8,1803.7,1668.2,1704.1,1244.0,1485.3,1329.1,1836.5,1279.1,1399.3,1234.7,306.3,2053.9,1973.2,1989.2,2553.9,1863.7,2007.7,2191.2,316.2,1979.5,1873.6,2016.0,2557.6,1944.3,2050.0,2378.7,329.2,1474.5,1433.2,1750.5,1785.1,1327.1,1636.9,1747.6,336.3,1274.2,1491.2,1597.3,1773.9,1351.1,1706.7,1806.6,322.1,2318.0,2241.2,2380.6,2577.1,1655.6,2136.1,2479.7,325.8,2343.6,2203.9,1991.9,2565.9,2210.0,2345.7,752.9,344.9,1649.6,1552.0,640.6,1231.8,1589.4,1384.1,1582.7,330.4,1451.2,1423.0,1189.2,1305.0,1562.7,1257.7,1416.6,330.6,1361.2,1417.3,1464.0,1680.3,1596.7,1485.9,1360.9,341.8,1605.7,1547.1,1523.8,1775.5,1728.7,1665.9,1598.1,4000
0 days 00:15:00,328.8,1627.8,1856.1,1621.8,1704.6,1319.2,2017.3,1857.8,330.5,1717.3,1667.0,1740.4,1715.5,1500.0,2124.0,1992.5,321.3,1679.5,1732.8,2109.9,1860.7,1819.0,1623.8,1774.8,333.0,1585.7,1796.6,1942.8,1882.9,1751.0,1617.8,1695.8,330.8,1581.3,1538.4,1430.1,1718.2,1341.8,1506.9,1451.9,335.4,1481.3,1669.9,1759.2,1561.1,1594.0,1748.0,1747.8,322.5,1568.2,1508.3,1664.1,1673.5,1573.4,1524.7,1665.3,323.3,1382.9,1294.3,1663.8,1645.5,1832.4,1716.9,1650.9,322.2,1853.3,1909.5,1744.0,1609.6,1840.3,1505.7,1939.7,332.9,1620.9,1580.2,1937.9,1514.4,1887.0,1686.5,1871.7,336.8,1807.0,1974.3,2030.0,1961.8,1788.1,1771.0,1807.4,330.2,1768.2,1797.9,2113.4,1867.7,1896.2,1809.9,1831.2,328.3,1786.6,1585.1,1958.2,1618.7,1822.5,1827.9,1866.8,334.7,1764.8,1797.4,1835.3,1780.9,1737.0,1818.2,1675.3,1698.5,1253.6,1492.8,1328.1,1840.8,1284.8,1392.9,1237.9,306.0,2061.2,1981.1,1996.0,2562.6,1873.4,2005.5,2205.9,315.9,1989.9,1891.6,2028.8,2556.0,1967.0,2066.6,2376.0,329.0,1487.1,1445.9,1751.4,1806.8,1321.7,1650.2,1736.5,336.0,1281.0,1486.5,1587.3,1784.5,1350.9,1707.6,1811.8,321.5,2325.7,2238.0,2371.2,2578.1,1658.2,2143.8,2463.5,325.7,2352.6,2210.3,1998.0,2556.2,2212.0,2358.9,751.2,344.6,1648.2,1559.2,641.6,1244.9,1587.8,1386.3,1578.0,330.0,1437.5,1421.8,1198.2,1299.7,1558.5,1255.3,1401.1,330.2,1382.3,1429.9,1471.6,1682.0,1599.2,1494.3,1362.2,341.6,1594.4,1539.7,1532.5,1768.0,1719.0,1666.1,1607.9,4000
0 days 00:16:00,328.6,1637.0,1835.2,1612.8,1754.8,1323.7,2017.1,1858.9,330.3,1708.0,1676.4,1716.2,1734.0,1490.4,2106.8,1982.9,321.0,1660.8,1749.1,2103.7,1859.5,1852.4,1604.4,1793.0,332.4,1602.6,1795.0,1968.1,1876.5,1771.2,1617.5,1716.6,330.3,1588.9,1541.6,1426.7,1713.0,1345.7,1495.6,1447.8,334.8,1486.7,1665.3,1731.7,1557.0,1593.6,1734.3,1747.3,322.0,1561.6,1492.7,1652.5,1663.3,1564.7,1491.6,1641.2,323.0,1386.9,1278.5,1645.7,1638.4,1814.3,1696.2,1638.9,321.9,1863.1,1884.8,1740.2,1613.7,1857.0,1485.2,1949.6,332.3,1619.8,1557.8,1929.5,1513.8,1889.6,1665.7,1852.6,336.5,1823.7,1982.8,2022.3,1986.3,1795.4,1759.8,1789.7,330.1,1750.5,1795.6,2109.1,1870.5,1875.2,1805.4,1822.3,328.0,1789.3,1585.5,1959.9,1627.0,1819.4,1838.7,1855.1,334.5,1761.8,1786.0,1826.6,1769.3,1737.6,1824.9,1689.8,1709.2,1264.9,1537.7,1332.4,1840.3,1278.7,1399.3,1243.3,306.0,2069.5,2002.5,2013.3,2561.7,1895.6,2025.9,2196.7,315.6,1986.1,1900.6,2031.5,2555.9,1971.2,2087.8,2393.7,328.7,1508.2,1451.4,1774.4,1808.1,1324.9,1652.2,1738.5,335.6,1289.1,1498.8,1589.2,1796.1,1353.6,1719.8,1804.7,321.2,2326.8,2241.7,2375.3,2578.1,1661.7,2150.8,2463.6,324.9,2362.9,2218.2,2011.8,2560.9,2231.5,2361.6,749.6,344.3,1651.6,1559.6,643.2,1255.6,1589.4,1384.8,1573.4,329.2,1436.7,1415.6,1204.5,1296.7,1561.1,1248.6,1401.7,329.7,1400.3,1437.3,1486.9,1684.3,1591.4,1500.3,1363.2,341.2,1597.7,1550.8,1525.3,1780.7,1710.9,1667.0,1600.0,4000
0 days 00:17:00,328.2,1665.5,1860.6,1604.5,1781.4,1327.7,2016.7,1838.4,329.7,1701.6,1688.3,1685.5,1754.4,1496.6,2107.2,1971.2,320.5,1678.9,1761.8,2107.0,1861.9,1860.0,1615.6,1803.9,332.3,1612.7,1820.5,1974.0,1884.0,1795.8,1621.4,1737.9,329.8,1594.0,1545.5,1432.9,1725.9,1354.3,1484.0,1445.8,334.7,1478.9,1672.6,1724.7,1560.0,1591.1,1724.7,1742.3,321.6,1548.1,1486.5,1645.0,1659.6,1551.3,1489.4,1628.1,322.8,1378.3,1261.2,1624.6,1632.7,1803.1,1673.5,1632.7,321.4,1864.6,1878.0,1742.7,1628.8,1866.6,1495.2,1966.7,332.0,1618.6,1538.9,1931.7,1509.2,1881.6,1652.1,1838.2,336.0,1848.1,1991.3,2008.8,2001.3,1822.0,1744.5,1795.5,329.7,1753.1,1785.1,2110.1,1862.5,1864.8,1797.4,1802.0,327.6,1807.8,1584.2,1972.2,1641.5,1830.0,1842.2,1837.8,334.4,1760.7,1765.3,1833.9,1740.4,1737.1,1834.3,1706.7,1713.4,1265.2,1532.5,1334.0,1855.7,1283.2,1411.6,1251.2,305.6,2068.4,2001.5,2029.3,2556.9,1901.9,2018.2,2220.1,315.6,1985.2,1912.8,2030.7,2562.6,1974.1,2105.6,2402.7,328.4,1511.7,1471.5,1771.1,1823.0,1335.4,1659.8,1732.0,335.4,1286.2,1501.7,1591.8,1796.7,1369.2,1723.0,1804.8,320.8,2343.1,2253.5,2389.4,2585.7,1664.9,2165.0,2461.0,325.3,2367.4,2232.1,2022.0,2570.1,2250.4,2370.8,748.0,344.0,1648.2,1568.7,644.4,1259.4,1585.7,1388.9,1580.9,329.0,1427.7,1406.6,1210.6,1302.8,1548.6,1245.6,1398.2,329.1,1440.2,1454.8,1504.9,1698.0,1607.7,1501.3,1376.8,340.8,1607.6,1555.0,1539.9,1791.2,1738.7,1680.6,1598.6,4000
0 days 00:18:00,328.1,1681.4,1873.1,1606.5,1814.3,1349.0,2010.0,1844.1,329.7,1691.1,1710.1,1687.6,1787.3,1492.3,2113.1,1964.7,320.2,1691.2,1782.0,2104.3,1866.1,1892.5,1624.4,1809.8,332.4,1630.0,1828.7,1997.0,1897.9,1816.6,1628.9,1756.4,329.7,1586.2,1546.0,1423.4,1727.5,1356.7,1495.0,1439.2,334.0,1485.7,1672.2,1717.1,1561.8,1594.1,1732.9,1738.5,321.4,1542.8,1474.4,1636.4,1658.9,1552.5,1469.5,1626.2,322.7,1386.7,1243.2,1619.0,1624.7,1794.3,1660.3,1638.9,321.1,1879.3,1896.4,1740.0,1650.9,1872.6,1516.3,1960.3,331.8,1619.8,1535.7,1931.6,1507.5,1867.9,1648.7,1828.7,335.5,1860.9,1999.3,2021.0,2015.2,1836.1,1731.2,1796.8,329.3,1754.3,1796.6,2123.3,1857.0,1870.7,1791.9,1790.1,327.6,1814.9,1591.9,1988.1,1648.9,1841.3,1850.2,1840.8,334.1,1758.4,1758.2,1834.1,1738.6,1746.9,1854.4,1721.6,1723.2,1260.0,1542.0,1324.0,1856.6,1287.0,1424.4,1254.0,305.7,2078.2,2019.2,2042.8,2540.8,1901.2,2014.0,2232.3,315.3,1990.3,1925.4,2036.1,2572.6,1992.5,2123.2,2401.7,328.0,1522.1,1477.0,1772.1,1828.3,1345.6,1679.4,1726.7,334.7,1303.2,1509.4,1599.5,1827.9,1367.1,1734.1,1804.8,320.5,2350.0,2267.6,2406.7,2590.5,1671.0,2177.4,2458.0,324.6,2379.3,2247.1,2028.1,2578.7,2253.1,2379.8,746.5,343.8,1660.3,1577.6,644.8,1264.6,1597.8,1388.8,1593.7,328.1,1423.5,1418.0,1216.5,1311.0,1546.3,1248.2,1403.2,328.7,1463.3,1477.6,1507.2,1698.3,1631.6,1509.8,1400.1,340.5,1633.1,1564.2,1570.3,1787.0,1735.4,1684.6,1612.2,4000
0 days 00:19:00,327.7,1722.0,1893.9,1637.6,1814.1,1364.8,2008.7,1828.4,329.2,1700.2,1717.8,1707.9,1826.5,1492.4,2101.7,1938.6,320.0,1704.5,1797.7,2126.5,1864.1,1904.5,1625.8,1808.9,332.1,1649.0,1835.5,2010.2,1878.1,1832.1,1645.0,1775.5,329.5,1599.3,1563.3,1438.9,1749.0,1377.5,1501.0,1428.0,333.9,1499.8,1663.2,1712.4,1545.4,1597.3,1718.7,1718.2,320.9,1544.9,1461.6,1629.1,1653.3,1551.1,1453.0,1622.1,322.2,1389.3,1241.3,1617.0,1616.2,1794.3,1663.2,1647.5,320.5,1887.1,1906.2,1734.4,1691.2,1883.1,1523.3,1982.6,331.2,1618.2,1542.4,1943.1,1506.9,1861.0,1639.8,1820.2,335.1,1858.9,1998.6,2034.4,2020.4,1841.9,1736.2,1814.2,329.2,1768.9,1788.0,2127.2,1856.1,1880.6,1794.8,1776.0,327.5,1823.7,1615.8,2006.0,1673.9,1828.8,1863.9,1847.8,334.0,1775.8,1771.2,1837.0,1743.5,1742.8,1865.7,1730.8,1728.3,1267.6,1566.8,1319.4,1877.6,1292.9,1438.6,1259.1,305.5,2090.7,2030.9,2045.8,2541.6,1900.3,2031.1,2247.4,315.0,1996.5,1937.2,2045.7,2573.8,2001.3,2142.9,2423.3,327.9,1519.0,1488.0,1782.0,1841.9,1347.4,1683.2,1732.5,334.9,1304.1,1521.5,1612.3,1836.0,1367.7,1758.9,1799.9,320.3,2353.6,2268.8,2413.1,2593.5,1676.4,2187.2,2472.1,324.6,2382.3,2254.3,2029.6,2581.6,2270.9,2386.5,745.1,343.4,1675.0,1597.0,645.6,1278.8,1613.5,1388.9,1606.2,327.8,1415.4,1424.0,1226.4,1320.0,1545.3,1248.2,1413.9,328.1,1497.9,1484.6,1532.8,1716.9,1647.8,1535.5,1403.6,340.3,1653.1,1577.5,1582.7,1785.5,1747.1,1692.9,1628.6,4000
0 days 00:20:00,327.6,1733.5,1904.8,1659.2,1849.1,1378.1,2013.7,1844.9,329.0,1734.3,1734.7,1729.6,1836.4,1511.3,2094.9,1921.5,319.7,1712.0,1806.6,2099.5,1884.7,1926.8,1619.8,1826.1,331.9,1648.1,1859.3,2029.0,1886.6,1840.8,1652.3,1788.4,329.2,1596.0,1574.3,1447.4,1768.5,1373.4,1504.1,1425.7,333.3,1516.5,1662.4,1695.9,1523.3,1597.5,1699.6,1706.0,320.8,1535.0,1448.1,1618.9,1645.3,1535.8,1432.3,1626.6,322.1,1410.0,1229.6,1609.3,1618.0,1788.7,1661.6,1651.1,320.5,1884.4,1928.4,1745.2,1701.6,1899.5,1526.9,1982.4,331.1,1612.0,1540.3,1933.9,1505.0,1856.3,1658.5,1816.8,334.8,1877.6,2015.8,2024.7,2032.9,1848.8,1736.9,1830.7,329.2,1784.1,1789.5,2140.5,1857.3,1881.9,1789.4,1767.2,327.2,1832.1,1611.5,2012.4,1678.3,1830.2,1872.4,1840.0,333.7,1772.7,1781.7,1853.4,1724.1,1737.8,1877.8,1736.9,1734.3,1275.5,1586.3,1320.9,1884.1,1300.7,1435.2,1266.0,305.4,2099.9,2032.5,2053.5,2560.2,1909.0,2032.5,2278.7,315.0,1989.8,1935.2,2065.2,2567.8,2020.4,2138.5,2447.4,327.7,1522.9,1502.9,1793.0,1853.6,1359.9,1696.6,1742.6,334.4,1313.9,1536.3,1625.6,1832.5,1375.5,1774.3,1802.4,320.1,2357.3,2271.6,2423.0,2600.1,1685.8,2197.5,2485.0,324.0,2385.3,2260.0,2028.9,2583.5,2287.6,2398.5,743.6,343.2,1689.7,1616.7,646.7,1288.3,1630.3,1403.7,1613.4,327.5,1424.8,1432.8,1227.2,1331.4,1563.7,1245.2,1428.6,327.8,1522.7,1504.2,1548.1,1716.5,1667.3,1544.3,1420.8,339.9,1677.8,1600.7,1601.6,1791.4,1791.6,1704.1,1653.7,4000
0 days 00:21:00,327.3,1758.8,1915.2,1670.2,1868.8,1398.4,2012.7,1863.2,328.6,1760.8,1754.7,1754.1,1861.4,1516.8,2093.1,1929.6,319.4,1751.1,1813.5,2120.7,1897.2,1912.3,1621.5,1834.8,331.6,1662.3,1871.8,2064.4,1903.0,1837.5,1641.1,1824.2,329.0,1595.0,1587.0,1442.5,1788.1,1383.0,1498.2,1431.6,333.5,1514.5,1653.3,1691.1,1520.6,1601.9,1691.3,1708.7,320.4,1527.6,1447.1,1616.5,1634.5,1520.1,1421.7,1619.7,322.0,1417.8,1216.8,1594.3,1626.4,1796.6,1664.2,1657.6,320.2,1899.5,1954.0,1745.4,1731.2,1915.3,1529.0,1991.1,330.7,1622.2,1537.6,1934.9,1510.2,1860.6,1661.8,1823.9,334.4,1897.9,2020.8,2026.3,2042.2,1862.7,1739.6,1848.7,328.5,1795.1,1801.4,2132.8,1854.4,1890.6,1791.4,1753.9,327.2,1847.3,1626.3,2012.7,1696.8,1839.9,1882.6,1853.3,333.6,1777.4,1782.2,1864.0,1712.2,1741.7,1891.7,1751.9,1735.7,1275.0,1605.5,1318.4,1889.2,1306.0,1443.0,1272.9,305.1,2116.1,2047.8,2070.8,2557.4,1912.5,2022.5,2273.1,314.8,2001.0,1940.3,2082.7,2569.9,2025.0,2134.3,2435.0,327.1,1529.7,1516.9,1793.0,1849.8,1376.1,1710.6,1730.8,334.1,1324.3,1544.2,1621.5,1853.5,1384.9,1794.3,1804.8,320.0,2360.8,2278.0,2420.9,2605.3,1696.0,2211.3,2488.6,324.2,2393.2,2266.0,2025.4,2582.4,2292.7,2408.5,742.1,342.7,1715.2,1639.5,647.4,1295.3,1663.4,1419.8,1631.4,327.1,1427.0,1452.3,1235.0,1341.8,1558.4,1254.9,1434.3,327.5,1549.7,1520.3,1583.4,1724.1,1704.9,1559.2,1445.9,339.7,1690.5,1612.1,1621.6,1802.0,1826.8,1726.6,1661.5,4000
0 days 00:22:00,327.0,1782.3,1941.5,1691.1,1896.7,1423.9,2022.5,1869.2,328.6,1777.2,1760.8,1740.9,1894.2,1533.9,2087.1,1928.9,319.0,1776.6,1837.2,2131.7,1916.7,1956.4,1633.1,1850.9,331.0,1677.2,1890.9,2077.1,1901.6,1844.2,1649.8,1834.7,328.8,1588.4,1591.4,1436.1,1774.3,1377.4,1489.7,1432.0,333.1,1517.2,1666.3,1706.0,1521.2,1600.5,1696.4,1700.9,320.4,1530.0,1443.5,1609.7,1626.8,1513.9,1420.5,1603.2,321.2,1433.6,1208.5,1585.1,1621.5,1794.0,1644.9,1653.3,320.0,1904.4,1947.8,1740.1,1761.1,1934.2,1527.6,2005.4,330.1,1613.9,1535.9,1941.9,1507.7,1857.1,1672.3,1817.2,334.2,1909.6,2028.2,2037.5,2038.7,1878.7,1742.7,1847.5,328.8,1784.5,1821.1,2131.9,1830.6,1909.8,1800.5,1743.4,326.9,1859.0,1623.8,2018.5,1700.9,1850.0,1881.4,1865.2,333.2,1784.7,1793.9,1862.2,1706.6,1746.0,1895.6,1766.3,1745.7,1273.5,1602.2,1317.4,1881.5,1315.8,1448.5,1279.5,305.1,2118.0,2064.2,2073.0,2571.7,1929.6,2021.4,2261.6,314.8,2000.2,1952.7,2082.0,2567.4,2031.9,2136.6,2426.6,327.2,1541.3,1523.7,1793.3,1869.7,1396.2,1715.0,1722.2,333.5,1329.2,1543.5,1631.6,1864.9,1397.8,1808.2,1793.8,319.6,2366.3,2284.4,2423.5,2603.2,1695.8,2221.2,2505.6,323.5,2401.2,2274.0,2024.2,2580.6,2298.4,2410.8,741.2,342.4,1736.4,1653.7,648.4,1304.6,1669.5,1429.8,1641.8,327.0,1433.5,1471.1,1237.5,1350.7,1572.1,1263.6,1437.8,327.1,1587.3,1544.4,1592.4,1739.3,1720.4,1580.8,1468.5,339.4,1729.2,1628.0,1655.1,1803.6,1848.2,1754.9,1684.2,4000
0 days 00:23:00,326.7,1798.1,1963.5,1682.1,1914.9,1436.1,2018.4,1860.6,328.4,1790.8,1769.3,1753.8,1905.3,1546.7,2090.9,1927.5,319.0,1797.2,1848.0,2132.5,1928.2,1978.9,1642.5,1858.8,331.2,1692.2,1921.3,2074.4,1909.7,1871.6,1678.7,1840.3,328.6,1590.6,1586.7,1424.1,1778.4,1367.4,1498.0,1450.8,332.7,1526.1,1673.1,1689.0,1529.5,1619.8,1681.2,1707.6,320.0,1516.9,1425.8,1612.5,1629.2,1525.3,1415.1,1598.6,321.6,1430.4,1209.1,1578.1,1628.7,1774.0,1637.5,1638.6,319.9,1912.2,1946.8,1742.1,1762.2,1960.6,1531.9,2010.9,330.1,1610.7,1531.9,1934.7,1492.5,1840.8,1675.0,1820.9,333.9,1914.4,2029.4,2053.3,2039.0,1884.0,1752.4,1844.2,328.6,1791.8,1828.7,2125.4,1842.4,1919.1,1810.1,1726.4,326.8,1851.0,1613.0,2014.5,1698.5,1872.3,1893.1,1856.7,333.1,1786.6,1784.7,1859.5,1695.7,1754.2,1905.1,1787.6,1755.3,1268.5,1619.0,1319.3,1875.4,1313.8,1444.3,1283.3,304.9,2104.8,2064.0,2083.7,2576.7,1937.3,2015.0,2294.7,314.4,1996.1,1963.2,2087.2,2551.9,2054.8,2141.9,2436.3,326.6,1548.9,1540.9,1777.8,1875.5,1409.2,1725.4,1716.5,333.6,1339.3,1544.8,1633.1,1875.9,1400.0,1801.1,1803.6,319.6,2369.5,2282.5,2429.9,2607.2,1703.8,2237.0,2496.3,323.5,2402.0,2275.2,2019.7,2583.1,2301.5,2412.7,739.7,342.1,1749.7,1669.8,649.1,1317.9,1685.3,1442.8,1666.1,326.4,1452.5,1489.9,1243.6,1355.6,1595.3,1278.0,1445.6,326.8,1610.7,1569.3,1600.4,1744.3,1740.1,1599.4,1486.9,338.9,1738.6,1654.8,1678.1,1829.0,1877.9,1767.8,1706.1,4000
